,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL
14,5,0,7,4,1,0.25,9,3,0.333,8,7,0.875,"FEB 06, 2017",0021600774,PHX @ NOP,24,0,4,-14,14,202339,7,22016,0,4,1,L
15,6,0,3,3,1,0.333,11,3,0.273,6,6,1.0,"FEB 04, 2017",0021600761,PHX vs. MIL,35,1,0,-17,13,202339,4,22016,1,6,1,L
16,4,0,4,6,3,0.5,12,4,0.333,12,9,0.75,"FEB 03, 2017",0021600753,PHX @ SAC,34,2,2,7,20,202339,6,22016,1,2,1,W
17,8,0,4,4,2,0.5,22,13,0.591,15,13,0.867,"FEB 01, 2017",0021600739,PHX vs. LAC,40,0,3,-11,41,202339,4,22016,0,7,1,L
18,4,2,5,5,1,0.2,11,3,0.273,11,7,0.636,"JAN 30, 2017",0021600723,PHX vs. MEM,32,0,2,-16,14,202339,5,22016,1,6,1,L
19,7,0,4,8,3,0.375,27,12,0.444,15,14,0.933,"JAN 28, 2017",0021600709,PHX vs. DEN,45,2,3,-9,41,202339,6,22016,2,3,1,L
20,5,0,2,7,3,0.429,19,9,0.474,9,7,0.778,"JAN 26, 2017",0021600692,PHX @ DEN,28,2,5,-15,28,202339,4,22016,0,1,1,L
21,7,0,1,5,1,0.2,18,5,0.278,7,7,1.0,"JAN 24, 2017",0021600679,PHX vs. MIN,29,0,4,-8,18,202339,1,22016,1,5,1,L
22,13,0,6,7,4,0.571,17,11,0.647,14,14,1.0,"JAN 22, 2017",0021600663,PHX @ TOR,42,0,3,23,40,202339,6,22016,0,4,1,W
23,7,1,4,4,1,0.25,14,6,0.429,10,10,1.0,"JAN 21, 2017",0021600654,PHX @ NYK,39,1,0,3,23,202339,5,22016,0,0,1,W
24,9,0,4,5,2,0.4,20,7,0.35,7,6,0.857,"JAN 19, 2017",0021600636,PHX @ CLE,38,2,3,-9,22,202339,6,22016,4,4,1,L
25,9,0,7,6,2,0.333,20,11,0.55,7,7,1.0,"JAN 16, 2017",0021600620,PHX vs. UTA,37,2,1,-3,31,202339,9,22016,1,2,1,L
26,10,0,4,3,1,0.333,17,5,0.294,8,6,0.75,"JAN 14, 2017",0021600605,PHX vs. SAS,38,2,2,-2,17,202339,6,22016,1,3,1,W
27,5,1,5,0,0,0.0,4,2,0.5,7,7,1.0,"JAN 12, 2017",0021600591,PHX vs. DAL,28,1,5,-10,11,202339,6,22016,1,4,1,L
28,8,1,2,8,4,0.5,18,12,0.667,3,3,1.0,"JAN 08, 2017",0021600565,PHX vs. CLE,39,0,3,7,31,202339,2,22016,2,3,1,L
29,7,0,0,7,2,0.286,16,9,0.563,7,6,0.857,"JAN 05, 2017",0021600541,PHX @ DAL,30,0,1,4,26,202339,0,22016,1,3,1,W
30,7,1,4,4,2,0.5,14,4,0.286,8,7,0.875,"JAN 03, 2017",0021600527,PHX vs. MIA,35,0,1,11,17,202339,4,22016,2,4,1,W
31,9,0,7,5,1,0.2,27,8,0.296,7,5,0.714,"JAN 02, 2017",0021600519,PHX @ LAC,41,1,4,-2,22,202339,8,22016,3,4,1,L
32,8,0,7,6,2,0.333,20,7,0.35,3,3,1.0,"DEC 31, 2016",0021600506,PHX @ UTA,30,1,3,-2,19,202339,8,22016,0,1,1,L
33,10,2,4,3,1,0.333,14,9,0.643,3,3,1.0,"DEC 29, 2016",0021600490,PHX vs. TOR,38,1,3,16,22,202339,5,22016,3,8,1,W
34,3,0,1,2,0,0.0,9,6,0.667,1,1,1.0,"DEC 28, 2016",0021600482,PHX @ SAS,27,1,3,-24,13,202339,2,22016,0,1,1,L
35,4,0,6,8,1,0.125,20,8,0.4,9,7,0.778,"DEC 26, 2016",0021600467,PHX @ HOU,27,0,3,-16,24,202339,6,22016,3,5,1,L
36,11,3,1,5,2,0.4,12,7,0.583,11,8,0.727,"DEC 23, 2016",0021600453,PHX vs. PHI,37,1,2,13,24,202339,2,22016,0,4,1,W
37,6,0,0,5,1,0.2,13,6,0.462,4,3,0.75,"DEC 21, 2016",0021600435,PHX vs. HOU,31,2,2,-16,16,202339,2,22016,0,1,1,L
38,3,2,1,4,3,0.75,20,9,0.45,9,6,0.667,"DEC 19, 2016",0021600416,PHX @ MIN,33,0,1,-9,27,202339,1,22016,2,3,1,L
39,4,0,3,6,1,0.167,13,4,0.308,3,3,1.0,"DEC 17, 2016",0021600399,PHX @ OKC,31,0,1,-17,12,202339,3,22016,0,2,1,L
40,5,0,3,5,1,0.2,14,5,0.357,4,3,0.75,"DEC 15, 2016",0021600387,PHX vs. SAS,30,1,1,-12,14,202339,4,22016,1,2,1,L
41,8,1,4,4,1,0.25,21,9,0.429,12,12,1.0,"DEC 13, 2016",0021600372,PHX vs. NYK,39,2,2,5,31,202339,6,22016,2,5,1,W
42,8,0,2,11,3,0.273,26,13,0.5,4,3,0.75,"DEC 11, 2016",0021600359,PHX vs. NOP,40,1,6,13,32,202339,3,22016,2,4,1,L
43,9,1,4,5,3,0.6,18,10,0.556,8,7,0.875,"DEC 09, 2016",0021600344,PHX @ LAL,33,0,0,18,30,202339,4,22016,3,1,1,W
44,4,1,3,5,0,0.0,13,5,0.385,5,5,1.0,"DEC 07, 2016",0021600329,PHX vs. IND,29,0,5,-16,15,202339,3,22016,3,4,1,L
45,2,0,5,0,0,0.0,10,5,0.5,4,4,1.0,"DEC 06, 2016",0021600320,PHX @ UTA,25,1,1,-18,14,202339,6,22016,1,3,1,L
46,4,0,5,8,5,0.625,19,10,0.526,2,2,1.0,"DEC 03, 2016",0021600299,PHX @ GSW,30,0,3,-14,27,202339,5,22016,5,1,1,L
47,4,1,4,3,0,0.0,17,5,0.294,2,2,1.0,"NOV 30, 2016",0021600274,PHX vs. ATL,28,2,1,-9,12,202339,6,22016,2,1,1,W
48,6,2,6,8,4,0.5,23,10,0.435,11,11,1.0,"NOV 27, 2016",0021600246,PHX vs. DEN,40,0,3,11,35,202339,6,22016,2,3,1,L
49,10,0,4,5,2,0.4,15,8,0.533,7,5,0.714,"NOV 25, 2016",0021600236,PHX vs. MIN,34,2,4,-18,23,202339,6,22016,3,7,1,L
50,5,1,9,4,1,0.25,15,5,0.333,8,5,0.625,"NOV 23, 2016",0021600214,PHX @ ORL,32,0,1,1,16,202339,9,22016,1,3,1,W
51,6,2,7,9,3,0.333,25,10,0.4,7,6,0.857,"NOV 21, 2016",0021600200,PHX @ WAS,40,2,2,-1,29,202339,9,22016,1,4,1,L
52,6,0,3,4,1,0.25,24,12,0.5,2,2,1.0,"NOV 19, 2016",0021600189,PHX @ PHI,30,2,3,-6,27,202339,5,22016,0,4,1,L
53,2,0,3,1,0,0.0,10,3,0.3,0,0,0.0,"NOV 18, 2016",0021600176,PHX @ IND,13,0,4,3,6,202339,3,22016,1,2,1,W
54,5,0,2,1,0,0.0,4,2,0.5,6,4,0.667,"NOV 16, 2016",0021600166,PHX @ DEN,34,1,3,-14,8,202339,3,22016,3,6,1,L
55,5,0,2,4,1,0.25,13,6,0.462,7,7,1.0,"NOV 13, 2016",0021600143,PHX @ GSW,28,1,2,-12,20,202339,3,22016,0,0,1,L
56,8,0,6,3,1,0.333,8,1,0.125,7,5,0.714,"NOV 12, 2016",0021600139,PHX vs. BKN,30,2,2,-13,8,202339,8,22016,3,3,1,L
57,8,0,10,2,1,0.5,15,8,0.533,4,4,1.0,"NOV 09, 2016",0021600113,PHX vs. DET,35,1,2,7,21,202339,11,22016,0,5,1,W
58,4,0,4,3,2,0.667,13,9,0.692,12,11,0.917,"NOV 08, 2016",0021600103,PHX @ POR,31,0,3,-15,31,202339,4,22016,0,2,1,L
59,2,0,1,4,0,0.0,14,7,0.5,6,5,0.833,"NOV 06, 2016",0021600092,PHX @ LAL,30,1,5,-17,19,202339,2,22016,2,6,1,L
60,4,0,5,6,2,0.333,13,7,0.538,3,1,0.333,"NOV 04, 2016",0021600075,PHX @ NOP,36,2,5,16,17,202339,7,22016,0,3,1,W
61,4,0,4,4,1,0.25,20,7,0.35,5,5,1.0,"NOV 02, 2016",0021600063,PHX vs. POR,40,3,4,10,20,202339,7,22016,1,3,1,W
62,5,0,7,1,0,0.0,14,5,0.357,4,2,0.5,"OCT 31, 2016",0021600045,PHX @ LAC,32,1,3,-20,12,202339,8,22016,0,3,1,L
63,6,0,5,3,1,0.333,11,7,0.636,9,6,0.667,"OCT 30, 2016",0021600036,PHX vs. GSW,36,0,2,-6,21,202339,5,22016,1,0,1,L
64,6,0,5,7,0,0.0,16,6,0.375,9,5,0.556,"OCT 28, 2016",0021600021,PHX @ OKC,38,0,5,7,17,202339,5,22016,3,1,1,L
65,5,0,6,5,2,0.4,11,5,0.455,4,4,1.0,"OCT 26, 2016",0021600012,PHX vs. SAC,29,0,3,-9,16,202339,6,22016,1,4,1,L
